"","DATA_YEAR","FIPS_CODE","BRIDGE_ID","YEAR_BUILT","YEAR_RECONSTRCUTED","AVERAGE_DAILY_TRAFFIC","YEAR_ADT","FUTURE_ADT","DECK_COND","SUPERSTRUCTURE_COND","CHANNEL_COND","CULVERT_COND","OPERATING_RATING","INVENTORY_RATING"
"1",2019,55,"00000000000F303",1932,1958,50,2016,60,"4","5","4","N",24.5,17.6
"2",2019,55,"00000000000F304",1974,1994,20,2016,23,"5","5","7","N",7.2,5
"3",2019,55,"00000000000F310",1948,1990,100,2018,117,"5","5","5","N",21.6,15.1
"4",2019,55,"00000000000F311",1979,0,150,2018,250,"5","7","6","N",31.5,23.1
"5",2019,55,"00000000000F315",1977,0,300,2018,500,"5","5","4","N",40.6,29.7
"6",2019,55,"00000000000F317",1980,2003,20,2018,25,"7","8","7","N",47.7,35.8
"7",2019,55,"00000000000F318",1980,2003,30,2018,40,"7","7","7","N",47.7,35.8
"8",2019,55,"00000000000F321",1884,0,450,2018,700,"5","8","8","N",31.2,22.9
"9",2019,55,"00000000000F323",1999,0,50,2018,70,"7","7","5","N",70.2,42.5
"10",2019,55,"00000000000F324",2006,0,50,2018,70,"7","7","5","N",53.9,42.5
"11",2019,55,"00000000000F325",1996,0,50,2018,70,"7","7","5","N",58.8,40.8
"12",2019,55,"00000000000F326",1996,0,50,2018,70,"7","7","7","N",53.9,37.6
"13",2019,55,"00000000000F328",1981,0,300,2018,400,"7","7","7","N",57.2,26.1
"14",2019,55,"00000000000F329",2000,0,100,2018,150,"7","7","7","N",57.6,35.9
"15",2019,55,"00000000000F330",2003,0,250,2018,380,"7","7","6","N",63.7,37.6
"16",2019,55,"00000000000F331",2004,0,50,2018,75,"7","7","6","N",63.7,37.6
"17",2019,55,"00000000000F905",1977,0,50,2018,70,"6","6","5","N",28.1,18.1
"18",2019,55,"00000000000F906",1977,0,70,2018,90,"7","7","7","N",32.6,17
"19",2019,55,"00000000000F916",1985,0,30,2018,50,"7","7","6","N",43.5,32.7
"20",2019,55,"00000000000F917",1981,1987,450,2018,526,"5","6","4","N",33.6,24.6
"21",2019,55,"00000000000F918",1988,0,50,2018,70,"N","N","6","7",89.8,86.2
"22",2019,55,"00000000000F919",1996,0,300,2018,400,"7","8","8","N",58.7,47.4
"23",2019,55,"00000000000F925",2005,0,214,2018,321,"7","7","7","N",78.4,37.6
"24",2019,55,"00000000000F926",2005,0,106,2018,400,"7","7","7","N",63.7,37.6
"25",2019,55,"00000000000F927",2005,0,106,2018,400,"7","7","8","N",63.7,37.6
"26",2019,55,"00000000000F928",2006,0,150,2018,200,"6","8","7","N",68.5,38.4
"27",2019,55,"00000000000F929",1960,2006,350,2018,500,"7","7","6","N",61.1,37.6
"28",2019,55,"00000000000F930",2005,0,100,2018,150,"7","7","8","N",62.1,35.9
"29",2019,55,"00000000000F932",2007,0,50,2018,50,"N","7","8","N",67,44.1
"30",2019,55,"00000000000F933",2008,0,20,2018,50,"7","7","8","N",71.8,42.5
"31",2019,55,"00000000000F934",2007,0,50,2018,50,"7","7","8","N",78.4,47.4
"32",2019,55,"000032530-00062",1951,0,50,2017,50,"6","6","7","N",32.7,24.5
"33",2019,55,"000032530-00075",1993,0,0,2017,1,"7","8","7","N",49.9,36.3
"34",2019,55,"000032530-00079",1976,2005,0,2017,1,"8","6","7","N",20.9,14.5
"35",2019,55,"000032530-00080",1976,2005,0,2017,1,"8","7","6","N",0,0
"36",2019,55,"000032530-00081",1977,0,0,2017,1,"6","7","5","N",42.6,30.8
"37",2019,55,"000032530-00123",1993,0,1,2017,1,"7","7","6","N",49,34.5
"38",2019,55,"000032578-00043",1994,0,120,2017,130,"7","7","7","N",80.7,45.4
"39",2019,55,"0000F55439B0001",2012,0,90,2018,105,"N","N","7","7",45.5,32.7
"40",2019,55,"090201000001001",1997,0,20,1978,30,"8","8","8","N",81.3,62.9
"41",2019,55,"090201000001002",1967,0,360,1993,540,"6","7","7","N",25.6,19.8
"42",2019,55,"090201000001003",1973,0,360,1977,540,"6","6","6","N",19.1,14.6
"43",2019,55,"090201000001004",1991,0,60,1993,90,"7","7","8","N",40.9,30.9
"44",2019,55,"090201000001005",1973,0,20,1978,30,"7","7","7","N",25.9,20.1
"45",2019,55,"090201000001006",1975,0,80,1978,120,"7","7","8","N",43.7,33.7
"46",2019,55,"090202000001007",1953,0,20,1978,30,"6","7","5","N",35.6,27.5
"47",2019,55,"090202000001011",1951,0,20,1978,30,"5","5","6","N",15.2,11.7
"48",2019,55,"090202000001012",1953,0,20,1978,30,"5","7","7","N",16.2,12.6
"49",2019,55,"090202000001017",1951,0,20,1978,30,"7","7","8","N",36.3,21.8
"50",2019,55,"090202000001018",1988,0,20,1978,30,"7","7","8","N",24,18.5
"51",2019,55,"090202000001019",1954,0,80,2005,120,"6","7","5","N",20.7,15.9
"52",2019,55,"090202000001021",1975,0,20,1978,30,"7","7","8","N",35,26.9
"53",2019,55,"090202000001024",1956,0,20,1978,30,"6","7","6","N",62.7,37.2
"54",2019,55,"090202000001027",1952,0,20,1978,30,"7","7","8","N",NA,NA
"55",2019,55,"090203000001028",1985,0,50,1983,75,"6","7","8","N",67.2,40
"56",2019,55,"090203000001029",1980,0,50,1983,75,"6","6","6","N",29.8,23
"57",2019,55,"090203000001030",1990,0,50,1983,75,"7","7","6","N",35.3,27.2
"58",2019,55,"090203000001032",1969,0,50,1983,75,"6","7","7","N",29.8,23
"59",2019,55,"090203000001033",1999,0,80,1983,120,"7","7","8","N",32.7,25.3
"60",2019,55,"090203000001034",1955,0,80,1983,120,"6","6","5","N",22.4,17.2
"61",2019,55,"090203000001035",1953,0,30,1983,45,"6","6","7","N",30.9,22.7
"62",2019,55,"090203000001036",1955,0,50,1983,75,"7","7","7","N",31.8,22.7
"63",2019,55,"090204000001009",1985,0,20,1978,30,"7","7","8","N",41.8,26.3
"64",2019,55,"090204000001013",1952,0,40,1978,60,"6","7","7","N",20.9,12.7
"65",2019,55,"090204000001014",1996,0,2,1978,3,"7","7","7","N",75.8,58.3
"66",2019,55,"090204000001015",1993,0,20,1978,30,"7","7","6","N",42.4,32.7
"67",2019,55,"090204000001016",1937,0,20,1978,30,"7","6","7","N",79,47.2
"68",2019,55,"090204000001022",1950,0,20,1978,30,"6","6","4","N",26.3,15.4
"69",2019,55,"090204000001023",1952,0,40,1978,60,"7","7","6","N",29.1,17.3
"70",2019,55,"090204000001026",1997,0,40,1978,60,"7","8","8","N",58.1,43.6
"71",2019,55,"090204000001042",1953,0,20,1978,30,"7","6","7","N",19.8,15.2
"72",2019,55,"090602000001000",1980,0,50,0,100,"7","7","7","N",25.9,20.1
"73",2019,55,"090602000001001",1949,1984,50,0,100,"7","7","4","N",37.2,22.7
"74",2019,55,"090602000001002",1984,0,50,0,100,"7","7","8","N",NA,NA
"75",2019,55,"090602000001012",1982,0,50,0,100,"7","7","8","N",27.2,16.3
"76",2019,55,"090602000001015",1980,0,50,0,100,"6","6","8","N",NA,NA
"77",2019,55,"090602000001016",1982,0,50,0,100,"7","7","7","N",NA,NA
"78",2019,55,"090602000001020",1958,1985,50,0,100,"7","7","8","N",77.2,46.3
"79",2019,55,"090602000001021",1963,0,50,0,100,"6","7","7","N",40.8,31.8
"80",2019,55,"090603000001004",1949,1991,50,0,100,"7","7","7","N",43.4,33.4
"81",2019,55,"090604000001005",1982,0,50,0,100,"7","7","8","N",NA,NA
"82",2019,55,"090604000001006",1964,1984,50,0,100,"7","7","7","N",NA,NA
"83",2019,55,"090604000001017",1968,1986,50,0,100,"7","7","8","N",NA,NA
"84",2019,55,"090604000001047",2010,0,50,0,75,"N","N","8","8",NA,NA
"85",2019,55,"090605000001007",1977,0,50,0,100,"7","7","8","N",NA,NA
"86",2019,55,"090605000001009",1962,1985,50,0,100,"8","8","8","N",77.2,46.3
"87",2019,55,"090605000001010",1949,1986,50,0,100,"6","7","8","N",35.4,20.9
"88",2019,55,"090605000001011",1975,1980,50,0,100,"7","7","7","N",NA,NA
"89",2019,55,"090605000001013",1980,0,50,0,100,"7","7","8","N",NA,NA
"90",2019,55,"090605000001014",1951,1987,50,0,100,"7","6","8","N",25.4,14.5
"91",2019,55,"090605000001018",1968,1986,50,0,100,"5","7","8","N",45.4,25.4
"92",2019,55,"090605000001023",2006,0,80,0,100,"N","N","8","7",NA,NA
"93",2019,55,"091301000001037",1961,0,60,1975,90,"N","N","8","7",NA,NA
"94",2019,55,"091301000003081",2001,0,99,0,50,"8","8","8","N",38.2,29.5
"95",2019,55,"091301000029905",2010,0,50,2010,75,"N","N","7","8",NA,NA
"96",2019,55,"091302000010814",2006,0,40,0,60,"7","8","4","N",50.2,38.9
"97",2019,55,"091302000015521",2012,0,25,0,37,"7","7","8","N",78.7,60.6
"98",2019,55,"091303000003316",2003,0,50,0,75,"6","8","8","N",NA,NA
"99",2019,55,"091303000013222",2009,0,50,0,75,"7","7","8","N",84.9,65.4
"100",2019,55,"091303000025378",2003,0,100,0,150,"N","N","7","7",NA,NA
"101",2019,55,"091303000025381",2006,0,100,0,150,"N","N","7","8",NA,NA
"102",2019,55,"091304000025257",2016,0,199,2016,298,"N","N","8","8",NA,NA
"103",2019,55,"B01000200000000",1975,0,1260,2015,1386,"8","8","7","N",71.8,34
"104",2019,55,"B01000300000000",1981,0,86,2015,94,"7","8","8","N",71.8,30.8
"105",2019,55,"B01000400000000",1984,0,82,2015,90,"7","7","4","N",65.3,38.9
"106",2019,55,"B01000500000000",1984,0,205,2015,225,"7","7","5","N",52.3,30.8
"107",2019,55,"B01000600000000",1984,0,21,2015,23,"7","8","5","N",44.1,29.2
"108",2019,55,"B01000700000000",1986,0,91,2015,100,"7","7","6","N",52.3,30.8
"109",2019,55,"B01000800000000",1986,0,80,2015,88,"7","7","6","N",57.2,34
"110",2019,55,"B01000900000000",1988,0,78,2015,85,"7","7","7","N",60.4,35.6
"111",2019,55,"B01001000000000",1990,0,96,2015,105,"7","7","5","N",71.8,42.1
"112",2019,55,"B01001200000000",1988,0,77,2015,84,"7","7","6","N",62.1,37.3
"113",2019,55,"B01001300000000",1959,2002,4600,2016,8500,"7","7","8","N",50.6,29.2
"114",2019,55,"B01001400000000",1989,0,64,2015,70,"7","7","7","N",63.7,37.3
"115",2019,55,"B01001500000000",1991,0,107,2015,117,"7","7","5","N",57.2,34
"116",2019,55,"B01001600000000",1989,0,92,2015,101,"7","7","5","N",62.1,37.3
"117",2019,55,"B01001700000000",1993,0,6000,2016,7020,"6","7","8","N",60.4,37.3
"118",2019,55,"B01001800000000",1991,0,2173,2015,2390,"7","7","8","N",47.4,32.4
"119",2019,55,"B01001900000000",1997,0,152,2015,167,"7","7","N","N",49,29.2
"120",2019,55,"B01002000000000",1997,0,112,2015,123,"7","8","N","N",71.8,37.3
"121",2019,55,"B01002100000000",1999,0,451,2015,496,"8","9","8","N",62.1,37.3
"122",2019,55,"B01002200000000",2001,0,182,2015,200,"7","7","6","N",63.7,37.3
"123",2019,55,"B01002300000000",2003,0,424,2015,466,"8","8","7","N",45.7,30.8
"124",2019,55,"B01002500000000",2005,0,180,2015,198,"7","7","7","N",65.3,38.9
"125",2019,55,"B01002800000000",2006,0,130,2015,143,"7","7","8","N",71.8,42.1
"126",2019,55,"B01002900000000",2006,0,130,2015,143,"7","7","6","N",71.8,42.1
"127",2019,55,"B01003000000000",2009,0,164,2015,180,"7","8","8","N",58.8,50.2
"128",2019,55,"B01003100000000",2013,0,579,2015,636,"8","8","7","N",45.7,35.3
"129",2019,55,"B01003200000000",2010,0,5100,2016,6800,"8","8","8","N",71.8,42.1
"130",2019,55,"B01003300000000",2012,0,3800,2016,5300,"7","7","8","N",48.3,36.9
"131",2019,55,"B01003400000000",2013,0,3000,2016,3900,"8","8","9","N",51.5,38.2
"132",2019,55,"B01003600000000",1937,1993,5000,2016,7100,"7","6","7","N",55.5,32.4
"133",2019,55,"B01032500000000",1950,1993,3000,2016,5910,"6","6","7","N",53.9,30.8
"134",2019,55,"B01053700000000",1957,0,5100,2016,7490,"N","N","7","6",53.9,24.3
"135",2019,55,"B02000400000000",1955,1989,1300,2016,960,"5","6","8","N",39.2,22.7
"136",2019,55,"B02000500000000",1960,1985,4800,2015,7390,"6","7","7","N",55.5,32.4
"137",2019,55,"B02000600000000",1961,0,3900,2015,7390,"6","6","7","N",42.5,24.3
"138",2019,55,"B02000700000000",1948,1966,279,2015,306,"6","6","8","N",35.9,21.1
"139",2019,55,"B02000800000000",1949,1969,279,2015,306,"8","8","6","N",65.3,47
"140",2019,55,"B02000900000000",1964,0,1700,2015,2700,"5","7","6","N",42.5,25.9
"141",2019,55,"B02001000000000",1956,1967,279,2015,306,"6","8","8","N",67,40.5
"142",2019,55,"B02001100000000",1969,0,15400,2015,18500,"N","N","6","7",53.9,24.3
"143",2019,55,"B02001200000000",1971,2003,2500,2015,3190,"7","7","8","N",52.3,21.1
"144",2019,55,"B02001300000000",1971,2003,2500,2015,3190,"7","7","7","N",62.1,30.8
"145",2019,55,"B02001400000000",1976,0,4300,2015,9290,"5","7","8","N",80,38.9
"146",2019,55,"B02001500000000",1975,0,630,2016,2700,"7","7","8","N",99.9,79.4
"147",2019,55,"B02001600000000",1976,0,258,2015,283,"7","8","6","N",71.8,30.8
"148",2019,55,"B02001700000000",1976,0,1569,2015,1725,"6","6","7","N",60.4,35.6
"149",2019,55,"B02001800000000",1976,0,225,2015,247,"7","8","8","N",45.7,35.6
"150",2019,55,"B02001900000000",1977,0,634,2015,697,"7","7","6","N",45.7,27.5
"151",2019,55,"B02002000000000",1978,0,634,2015,697,"7","8","6","N",40.8,25.9
"152",2019,55,"B02002200000000",1980,0,4800,2015,6210,"N","N","6","6",53.9,24.3
"153",2019,55,"B02002300000000",1982,0,134,2015,147,"7","7","7","N",68.6,27.5
"154",2019,55,"B02002500000000",1985,0,1200,2015,2630,"5","7","8","N",52.3,29.2
"155",2019,55,"B02002600000000",1987,0,300,2016,870,"5","5","8","N",67,40.5
"156",2019,55,"B02002700000000",1986,0,107,2015,117,"7","7","6","N",52.3,30.8
"157",2019,55,"B02002800000000",1988,0,139,2015,152,"7","8","8","N",62.1,38.9
"158",2019,55,"B02002900000000",1988,0,161,2015,177,"7","7","6","N",58.8,34
"159",2019,55,"B02003000000000",1988,0,91,2015,100,"7","7","6","N",62.1,37.3
"160",2019,55,"B02003100000000",1970,1987,25,2015,26,"7","7","6","N",60.4,43.7
"161",2019,55,"B02003200000000",1990,0,161,2015,177,"7","7","7","N",62.1,35.6
"162",2019,55,"B02003300000000",1989,0,2300,2015,6570,"6","6","8","N",68.6,40.5
"163",2019,55,"B02003400000000",1990,0,81,2015,89,"7","7","7","N",60.4,35.6
"164",2019,55,"B02003500000000",1990,0,84,2015,92,"7","7","4","N",62.1,37.3
"165",2019,55,"B02003600000000",1989,0,75,2015,76,"7","7","8","N",58.8,35.6
"166",2019,55,"B02003700000000",1990,0,56,2015,61,"8","8","6","N",62.1,37.3
"167",2019,55,"B02003800000000",1990,0,56,2015,61,"7","7","6","N",60.4,35.6
"168",2019,55,"B02004100000000",1991,0,100,2015,101,"7","8","8","N",76.7,38.9
"169",2019,55,"B02004200000000",1992,0,643,2015,707,"7","9","8","N",60.4,42.1
"170",2019,55,"B02004300000000",1993,0,300,2016,240,"6","6","7","N",62.1,37.3
"171",2019,55,"B02004400000000",1993,0,236,2015,259,"7","7","8","N",63.7,37.3
"172",2019,55,"B02004500000000",1993,0,352,2015,387,"7","7","8","N",63.7,37.3
"173",2019,55,"B02004600000000",1997,0,2100,2015,2970,"8","8","8","N",47.4,27.5
"174",2019,55,"B02004700000000",1997,0,2300,2016,3120,"7","7","8","N",98,58.3
"175",2019,55,"B02004900000000",1996,0,117,2015,128,"7","7","8","N",57.2,34
"176",2019,55,"B02005100000000",1997,0,58,2015,63,"8","8","8","N",67,38.9
"177",2019,55,"B02005200000000",1996,0,21,2015,23,"7","7","8","N",70.2,40.5
"178",2019,55,"B02005300000000",1998,0,108,2015,118,"6","8","8","N",55.5,32.4
"179",2019,55,"B02005400000000",2001,0,107,2015,117,"7","7","7","N",60.4,35.6
"180",2019,55,"B02005500000000",1998,0,108,2015,118,"6","6","8","N",67,38.9
"181",2019,55,"B02005600000000",1999,0,100,2015,101,"8","8","8","N",65.3,35.6
"182",2019,55,"B02005700000000",2000,0,3000,2015,4810,"6","6","8","N",63.7,37.3
"183",2019,55,"B02005800000000",2003,0,53,2015,58,"8","8","8","N",62.1,34
"184",2019,55,"B02005900000000",2003,0,2100,2015,3400,"8","8","8","N",99.9,37.3
"185",2019,55,"B02006000000000",2004,0,738,2015,811,"7","7","8","N",63.7,37.3
"186",2019,55,"B02006200000000",2004,0,106,2015,116,"7","7","7","N",70.2,40.5
"187",2019,55,"B02006400000000",2011,0,357,2015,392,"7","7","9","N",49.6,38.2
"188",2019,55,"B02006600000000",2018,0,50,2018,70,"9","9","8","N",44.7,34.7
"189",2019,55,"B02006700000000",2016,0,2300,2017,2600,"8","8","9","N",48.9,36
"190",2019,55,"B02007000000000",2016,0,2300,2017,2300,"8","8","8","N",59.6,38.2
"191",2019,55,"B02041400000000",1926,1985,1700,2016,2220,"5","7","8","N",58.8,29.2
"192",2019,55,"B02042300000000",1948,1960,534,2015,587,"6","6","7","N",47.4,32.4
"193",2019,55,"B03000200000000",1919,1949,19350,2015,21285,"4","6","8","N",76.7,40.5
"194",2019,55,"B03000600000000",1951,1991,2300,2016,2280,"6","7","7","N",57.2,34
"195",2019,55,"B03000800000000",1952,0,9745,2015,10719,"6","7","8","N",62.1,38.9
"196",2019,55,"B03000900000000",1958,2004,3400,2016,7100,"7","7","8","N",58.8,35.6
"197",2019,55,"B03001000000000",1964,2006,3000,2016,3540,"8","7","8","N",60.4,43.7
"198",2019,55,"B03001100000000",1978,0,3832,2015,4215,"6","7","8","N",71.8,35.6
"199",2019,55,"B03001200000000",1970,0,2100,2016,2975,"N","N","6","6",53.9,32.4
"200",2019,55,"B03001300000000",1970,0,3400,2016,2975,"N","N","6","7",53.9,32.4
"201",2019,55,"B03001400000000",1972,0,5550,2016,7320,"7","7","N","N",44.1,25.9
"202",2019,55,"B03001500000000",1972,0,5550,2016,7320,"6","6","N","N",50.6,29.2
"203",2019,55,"B03001600000000",1972,0,5550,2016,7320,"5","5","N","N",39.2,24.3
"204",2019,55,"B03001700000000",1972,1991,5550,2016,7320,"7","7","N","N",60.4,42.1
"205",2019,55,"B03001800000000",1972,0,5550,2016,7320,"5","7","N","N",45.7,25.9
"206",2019,55,"B03001900000000",1972,0,5550,2016,7320,"5","7","N","N",47.4,27.5
"207",2019,55,"B03002000000000",1972,0,5550,2016,7320,"5","6","8","N",47.4,25.9
"208",2019,55,"B03002100000000",1972,0,5550,2016,7320,"5","7","8","N",40.8,25.9
"209",2019,55,"B03002200000000",1972,0,88,2015,96,"7","7","8","N",35.9,21.1
"210",2019,55,"B03002300000000",1972,0,5550,2016,7275,"4","6","N","N",62.1,35.6
"211",2019,55,"B03002400000000",1972,0,5700,2016,6374,"5","5","N","N",60.4,35.6
"212",2019,55,"B03002500000000",1972,0,5500,2016,7275,"6","7","N","N",37.6,24.3
"213",2019,55,"B03002600000000",1972,0,5550,2016,6374,"6","7","N","N",37.6,24.3
"214",2019,55,"B03002700000000",1972,0,700,2016,700,"6","7","N","N",55.5,32.4
"215",2019,55,"B03002800000000",1972,0,570,2016,570,"8","7","N","N",45.7,27.5
"216",2019,55,"B03002900000000",1972,0,200,2016,200,"6","7","N","N",32.7,19.4
"217",2019,55,"B03003000000000",1972,0,5550,2016,6374,"5","7","N","N",53.9,35.6
"218",2019,55,"B03003100000000",1972,0,5550,2016,7275,"5","7","N","N",49,34
"219",2019,55,"B03003200000000",1972,0,5550,2016,7320,"N","N","8","7",53.9,32.4
"220",2019,55,"B03003300000000",1972,0,5550,2016,7320,"N","N","8","7",53.9,32.4
"221",2019,55,"B03003500000000",1971,0,1635,2015,1798,"6","6","8","N",53.9,32.4
"222",2019,55,"B03003600000000",1973,0,5700,2016,5720,"6","7","6","N",70.2,42.1
"223",2019,55,"B03003700000000",1972,0,5400,2016,11790,"5","7","N","N",57.2,34
"224",2019,55,"B03003800000000",1972,0,5400,2016,5895,"5","7","N","N",58.8,34
"225",2019,55,"B03003900000000",1973,0,5400,2016,5895,"6","7","N","N",62.1,38.9
"226",2019,55,"B03004000000000",1973,0,5400,2016,5895,"5","6","N","N",65.3,40.5
"227",2019,55,"B03004100000000",1977,0,400,2016,400,"7","7","N","N",50.6,29.2
"228",2019,55,"B03004200000000",1977,0,5400,2016,5895,"6","7","7","N",58.8,37.3
"229",2019,55,"B03004300000000",1977,0,5400,2016,5895,"6","7","7","N",65.3,35.6
"230",2019,55,"B03004400000000",1977,0,5400,2016,9105,"6","7","N","N",45.7,29.2
"231",2019,55,"B03004500000000",1977,0,5400,2016,9105,"6","7","N","N",45.7,29.2
"232",2019,55,"B03004600000000",1977,0,4300,2016,4300,"6","7","N","N",71.8,38.9
"233",2019,55,"B03004700000000",1977,0,950,2016,950,"7","6","N","N",47.4,27.5
"234",2019,55,"B03004800000000",1977,0,6250,2016,10200,"5","6","N","N",80,35.6
"235",2019,55,"B03004900000000",1977,0,6250,2016,6690,"5","6","N","N",75.1,40.5
"236",2019,55,"B03005000000000",1976,0,3800,2016,6690,"5","5","N","N",63.7,37.3
"237",2019,55,"B03005100000000",1976,0,3800,2016,6690,"5","5","N","N",63.7,37.3
"238",2019,55,"B03005200000000",1976,0,3800,2016,6690,"6","7","8","N",81.6,38.9
"239",2019,55,"B03005300000000",1976,0,3800,2016,10200,"6","7","8","N",89.8,40.5
"240",2019,55,"B03005400000000",1977,0,1000,2016,11790,"7","7","N","N",52.3,30.8
"241",2019,55,"B03005500000000",1977,0,450,2016,450,"7","7","N","N",52.3,30.8
"242",2019,55,"B03005600000000",1977,0,3800,2016,6690,"6","6","N","N",50.6,30.8
"243",2019,55,"B03005700000000",1984,0,4850,2018,5950,"6","6","N","N",73.5,43.7
"244",2019,55,"B03005900000000",1973,2009,7400,2016,12930,"7","6","8","N",88.2,47
"245",2019,55,"B03006000000000",1973,0,3700,2016,12930,"6","6","N","N",57.2,34
"246",2019,55,"B03006100000000",1973,0,3700,2016,12930,"7","7","N","N",55.5,34
"247",2019,55,"B03006200000000",1973,0,2150,2016,5635,"7","7","N","N",50.6,29.2
"248",2019,55,"B03006300000000",1973,0,2150,2016,3895,"7","7","N","N",50.6,29.2
"249",2019,55,"B03006600000000",1976,0,3800,2016,6690,"N","N","8","7",53.9,32.4
"250",2019,55,"B03006700000000",1976,0,3800,2016,6690,"N","N","8","6",53.9,32.4
"251",2019,55,"B03006800000000",1976,0,1635,2015,1798,"7","8","8","N",39.2,24.3
"252",2019,55,"B03006900000000",1976,2017,2400,2017,2800,"9","8","8","N",62.1,37.3
"253",2019,55,"B03007000000000",1976,2017,2400,2017,2800,"9","7","8","N",76.7,35.6
"254",2019,55,"B03007200000000",1979,0,7200,2016,8100,"6","7","8","N",67,38.9
"255",2019,55,"B03007300000000",1979,0,7200,2016,8100,"6","7","8","N",78.4,30.8
"256",2019,55,"B03007400000000",1981,0,5875,2015,6462,"6","7","8","N",52.3,30.8
"257",2019,55,"B03007500000000",1979,0,117,2015,128,"7","7","7","N",62.1,32.4
"258",2019,55,"B03007600000000",1980,0,1635,2015,1798,"5","8","8","N",31,17.8
"259",2019,55,"B03007700000000",1979,0,926,2015,1018,"7","8","6","N",73.5,37.3
"260",2019,55,"B03007800000000",1986,0,115,2015,126,"7","7","8","N",47.4,27.5
"261",2019,55,"B03007900000000",1987,0,4600,2016,4090,"6","6","8","N",62.1,37.3
"262",2019,55,"B03008000000000",1982,0,3488,2015,3836,"5","7","8","N",76.7,35.6
"263",2019,55,"B03008100000000",1981,0,88,2015,96,"7","8","8","N",55.5,29.2
"264",2019,55,"B03008200000000",1983,0,283,2015,311,"7","7","8","N",49,29.2
"265",2019,55,"B03008300000000",1983,0,1131,2015,1244,"7","7","7","N",50.6,45.4
"266",2019,55,"B03008400000000",1983,0,654,2015,719,"7","8","7","N",62.1,30.8
"267",2019,55,"B03008500000000",1984,0,6540,2015,7194,"5","5","8","N",63.7,37.3
"268",2019,55,"B03008600000000",1983,0,872,2015,959,"5","5","7","N",70.2,42.1
"269",2019,55,"B03008700000000",1983,0,3000,2016,6270,"N","N","7","7",53.9,32.4
"270",2019,55,"B03008800000000",1983,0,3000,2016,5510,"N","N","8","7",53.9,32.4
"271",2019,55,"B03009100000000",1986,0,512,2015,563,"6","7","8","N",78.4,34
"272",2019,55,"B03009200000000",1985,0,402,2015,442,"7","7","8","N",58.8,35.6
"273",2019,55,"B03009300000000",1985,0,1983,2015,2181,"7","7","8","N",57.2,35.6
"274",2019,55,"B03009400000000",1985,0,1962,2015,2158,"7","7","8","N",58.8,35.6
"275",2019,55,"B03009500000000",1985,0,4700,2016,7350,"N","N","7","6",53.9,32.4
"276",2019,55,"B03009600000000",1987,0,2000,2016,3130,"6","6","7","N",57.2,34
"277",2019,55,"B03009700000000",1986,0,981,2015,1079,"7","7","8","N",60.4,35.6
"278",2019,55,"B03009800000000",1986,0,75,2015,76,"8","8","7","N",52.3,30.8
"279",2019,55,"B03009900000000",1986,0,11,2015,12,"7","7","8","N",52.3,30.8
"280",2019,55,"B03010000000000",1986,0,9701,2015,10671,"7","8","8","N",57.2,40.5
"281",2019,55,"B03010100000000",1986,0,1635,2015,1798,"7","8","8","N",53.9,37.3
"282",2019,55,"B03010200000000",1988,0,108,2015,118,"7","7","8","N",53.9,32.4
"283",2019,55,"B03010300000000",1988,0,108,2015,118,"7","7","7","N",45.7,27.5
"284",2019,55,"B03010400000000",1988,0,85,2015,93,"8","8","6","N",47.4,27.5
"285",2019,55,"B03010500000000",1988,0,143,2015,157,"7","7","7","N",63.7,37.3
"286",2019,55,"B03010600000000",1988,0,143,2015,157,"7","8","8","N",55.5,45.4
"287",2019,55,"B03010700000000",1988,0,1717,2015,1888,"7","7","8","N",65.3,38.9
"288",2019,55,"B03010800000000",1989,0,6649,2015,7313,"7","7","8","N",62.1,30.8
"289",2019,55,"B03011000000000",1988,0,85,2015,93,"7","7","8","N",57.2,34
"290",2019,55,"B03011100000000",1988,0,85,2015,93,"7","7","7","N",58.8,34
"291",2019,55,"B03011200000000",1990,0,926,2015,1018,"7","7","8","N",68.6,40.5
"292",2019,55,"B03011300000000",1990,0,12200,2016,13750,"7","8","7","N",67,35.6
"293",2019,55,"B03011500000000",1996,0,4600,2016,4090,"7","7","7","N",67,38.9
"294",2019,55,"B03011600000000",1992,0,6637,2015,7300,"6","8","8","N",68.6,34
"295",2019,55,"B03011700000000",1990,0,56,2015,61,"7","7","8","N",57.2,34
"296",2019,55,"B03011800000000",1991,0,94,2015,103,"7","7","8","N",58.8,34
"297",2019,55,"B03011900000000",1994,0,2616,2015,2877,"N","N","6","8",53.9,32.4
"298",2019,55,"B03012000000000",1991,0,461,2015,507,"7","7","8","N",67,38.9
"299",2019,55,"B03012100000000",1991,0,470,2015,517,"8","8","7","N",57.2,34
"300",2019,55,"B03012200000000",1991,0,872,2015,959,"8","8","8","N",78.4,47
"301",2019,55,"B03012500000000",1993,0,872,2015,959,"7","8","8","N",65.3,43.7
"302",2019,55,"B03012600000000",1994,0,490,2015,539,"8","8","8","N",60.4,34
"303",2019,55,"B03012700000000",1994,0,1013,2015,1114,"6","6","8","N",71.8,42.1
"304",2019,55,"B03012900000000",1993,0,47,2015,51,"8","8","8","N",60.4,35.6
"305",2019,55,"B03013000000000",1993,0,94,2015,103,"7","8","8","N",63.7,48.6
"306",2019,55,"B03013100000000",1993,0,64,2015,70,"7","7","6","N",60.4,35.6
"307",2019,55,"B03013200000000",1994,0,111,2015,122,"7","7","8","N",68.6,40.5
